timestamp,open,high,low,close,volume,ema_9,ema_21,ema_50,sma_20,sma_50,sma_200,rsi,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,volume_sma,price_change_pct,volatility
2024-11-11 20:31:35.452621693,123.47,125.69,118.46,119.82,4116.0635,122.48078559034667,120.8954217555376,112.6037898854148,124.17349999999999,110.32240000000002,92.09145000000001,50.981187016481805,2.967459378499882,4.346123435823483,-1.3786640573236006,124.17349999999999,129.83252827812765,118.51447172187234,3394.872095,-2.9561836883453485,2.1919358701184706
2024-11-11 21:31:35.863627516,119.82,125.35,119.21,121.62,5069.0916,122.30862847227733,120.96129250503418,112.95736675265343,123.848,110.9812,92.19205,53.66555976611177,2.679627039951214,4.012824156649029,-1.3331971166978152,123.848,129.29369980037518,118.40230019962482,3555.21511,1.5022533800701066,2.1519865712647532
2024-11-11 22:31:36.274633339,121.62,125.23,119.26,124.22,2948.9858,122.69090277782186,121.25753864094017,113.39903864470624,123.79100000000001,111.66759999999998,92.30775,57.30274571934454,2.630987720120217,3.7364568693432667,-1.1054691492230497,123.79100000000001,129.19375913916272,118.3882408608373,3575.5790549999997,2.1378062818615318,2.164434727454702
2024-11-11 23:31:36.685639161,124.22,133.11,123.37,128.87,1899.945,123.9267222222575,121.94958058267288,114.0057430115805,124.141,112.4776,92.43674999999999,62.91036401217596,2.9338373958067905,3.575932974635972,-0.6420955788291813,124.141,129.91403313510014,118.36796686489986,3390.221645,3.74335855739818,2.217706868053468
2024-11-12 00:31:37.096644984,128.87,134.5,127.52,133.58,3167.5326,125.85737777780601,123.00689143879352,114.773360932695,124.6135,113.3636,92.56515000000002,67.55806222570504,3.5134052340705466,3.563427426522887,-0.05002219245234052,124.6135,131.7650483049415,117.46195169505849,3272.68635,3.6548459688057866,2.3182536561715077
2024-11-12 01:31:37.507650806,133.58,135.39,126.94,128.73,4143.6046,126.4319022222448,123.52717403526682,115.320680111805,124.86099999999999,114.131,92.67305,59.315552898378996,3.5405492072507627,3.5588517826684622,-0.01830257541769953,124.86099999999999,132.23039303363768,117.49160696636231,3388.13768,-3.6307830513550132,2.4845533689482346
2024-11-12 02:31:37.918656629,128.73,131.21,125.3,125.71,4023.5051,126.28752177779585,123.72561275933347,115.72810442114599,124.79849999999999,114.87039999999999,92.76955,54.82967142750319,3.280556032879133,3.5031926327105967,-0.22263659983146367,124.79849999999999,132.1139437214787,117.48305627852127,3501.3292699999997,-2.3459954944457406,2.483644654059963
2024-11-12 03:31:38.329662452,125.71,129.18,122.2,128.22,4305.3311,126.67401742223669,124.13419341757589,116.21798267914026,124.745,115.5516,92.8527,57.693442890938464,3.2397003431819513,3.4504941748048674,-0.2107938316229161,124.745,131.9367423406817,117.5532576593183,3581.5312150000004,1.9966589770105792,2.4902451845494213
2024-11-12 04:31:38.740668274,128.22,135.65,126.2,130.79,5890.8222,127.49721393778935,124.73926674325081,116.78943433878182,124.80850000000001,116.2508,92.9356,60.45777546027058,3.375785482670679,3.43555243637803,-0.05976695370735108,124.80850000000001,132.19748547270237,117.41951452729765,3649.96736,2.0043674933707623,2.5307368190414024
2024-11-12 05:31:39.151674097,130.79,134.46,125.78,133.41,3193.9945,128.6797711502315,125.5275152211371,117.44122122745705,125.1405,117.0634,93.03949999999999,63.10450064862477,3.6529372531228574,3.479029399726996,0.17390785339586134,125.1405,133.44104018533963,116.83995981466038,3682.41973,2.0032112546830794,2.509839929993637
